date,pluie,delta,skylight,gt_48hr
2015-03-03 21:17:53.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:22:54.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:27:55.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:32:56.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:37:57.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:42:58.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:47:59.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:53:00.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 21:58:01.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 22:03:03.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 22:08:03.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 22:13:05.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 22:18:05.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 22:23:07.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 22:28:08.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 22:33:09.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 22:38:10.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 22:43:11.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 22:48:13.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 22:53:13.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 22:58:14.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:03:15.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:08:16.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:13:18.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 23:18:19.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:23:20.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:28:21.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:33:22.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:38:23.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:43:24.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:48:25.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 23:53:27.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 23:58:28.000,0,0 days 00:05:01,NIGHT,False
